clip_identifier	TranscriptId	transcript	start_timestamp_ms	end_timestamp_ms	speaker_id	match_id	round
5jf6jk9p_r03_s0_p002	transid-0788c7ca286df52a-001669213439240	So it's a at a transportation like said this guy.	39925	43270	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p002	transid-446461367b3a5096-001669213439483	Is the airport?	45065	46038	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p002	transid-62a0711a31df7f51-001669213439722	Mhm	46340	46882	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p002	transid-0788c7ca286dfb43-001669213440639	So the name	47415	48295	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p002	transid-d6447cc8e812b276-001669213441601	Oh John F Kennedy Airport?	48105	49715	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p002	transid-d6447cc8e812bc9c-001669213442093		48315	49253	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p002	transid-0788c7ca286df010-001669213442640	"Yeah, exactly."	50075	51247	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p002	transid-0c91348266b694d5-001669213443016	OK	50757	51259	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p002	transid-0c91348266b69a7a-001669213443258	Um OK	53000	54000	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p003	transid-b1a9c020f36fae15-001669131744014	"So, this is something that you might see at parties"	0	3250	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p003	transid-2e97cbb5ce2a9d44-001669131744248	and some people are scared of them because they poop.	3820	7319	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p003	transid-c059552a17890abd-001669131744978	"Oh, clowns? Hahaha."	5499	7914	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p003	transid-8170549f5be52590-001669131746367		8520	9549	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p003	transid-2e587e33e00dacc9-001669131747053	"Well, clowns often have "	9164	10669	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p003	transid-6f157ab38d24f8ff-001669131747518	A clown.	9569	10254	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p003	transid-056b476195c48d0f-001669131747876		10689	11064	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p003	transid-aca8cc0aeb257bdf-001669131748604	with their hands.	11084	11579	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p003	transid-2835947b5e07acb3-001669131749558	Um.	13793	14693	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p003	transid-0f7d92a4d8287a3c-001669131750078	They float and they're colorful.	15115	17384	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p003	transid-f73b25ccabb16aac-001669131750291	"Oh, a balloon?"	16214	17359	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p003	transid-29cd26bf29adb75b-001669131750765	"Oh, this this the little animal"	18714	20999	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-f0873c2eb73043b8-001669020212587	That's what they make out of the balloon animal.	0	2275	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-01e7ea23074f349e-001669020212984	"Oh, what you You had balloon, that was right."	3264	5553	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-40c33d9247d771a5-001669020213063	"Oh, okay."	5075	5708	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-86757444f1954279-001669020213226	"Um so, here is a uh thing you would see in maybe 1970s. Well, these were people are are fighting each other in a style from Asia?"	6365	17783	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-64887ab95466d797-001669020213380	Um the Ninja?	17755	19518	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-eb8f290c500990d2-001669020213460	What's this?	20070	21105	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-5b277f14849402b7-001669020213683	Close.	20320	21090	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-5a100f29887dc88a-001669020213763	I can see him flying in the air.	23070	25103	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-33aac9d510ef786f-001669020214057	Um.	25689	26173	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-a7ffcf39681f3154-001669020214348	I don't know what it's called.	27195	28705	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-9db830bf1bc9bad6-001669020214420		27760	29735	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-16322e96bd7a2df6-001669020214491	making a hard to describe	29755	31205	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-4e3c6d787cc9a681-001669020214561	Yeah.	30424	30980	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-a670098300cbe224-001669020214768		31225	31563	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-a870c7f606ceda49-001669020214973	"Um,"	33125	33803	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-58e901191c8bdae9-001669020215172	but like	34745	35160	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-d994507f2f80ef5a-001669020215310	And this is a stone with this with this cane	35654	38728	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-39725e0bfbf14633-001669020215442	"Oh, Kung Fu fighting."	37850	39528	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-8c0a17805272b50c-001669020215503	"Yeah, so just the first two words in"	39820	42808	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-67358d0671810b92-001669020215561	The Kung Fu.	41885	43253	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-0bd363cc9e27f115-001669020215635	Yeah.	43503	43793	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p004	transid-4201d152f0a1d9d0-001669020215689	Exactly. Uh	44833	46000	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p005	transid-bc7a834072b2561a-001669747301446	Oh wow! Okay. This is a um	0	3500	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p005	transid-6bd1ca15e39f25f1-001669747302137	"Oh, I couldn't even give you the category of what kind of word it is because that's on the forbidden list. um So, if if you were out in the universe"	3750	12520	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p005	transid-d8eafd7690b03e74-001669747303377	" and you were uh an astronomer, and you were, like, observing, like, a star and all of a sudden it just disappeared,"	13060	19910	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p005	transid-30080217fa0f0704-001669747303936	Oh	20205	20855	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p005	transid-c984830f1837f21e-001669747304283	where would it have gone?	20625	22370	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p005	transid-8ef0e0c09c7467e2-001669747304459	Oh Is there black hole?	22195	24090	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p005	transid-8577b8c955be41b9-001669747304795	Yes.	24129	24635	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p005	transid-3d15c77c0e2a55a2-001669747305585	um	26265	26880	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p007	transid-560a9a7a3e2fa072-001669743018200	"So, this is what you would need if you required um, "	30	4995	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p007	transid-e1719c6ca98f94fb-001669743020013	somebody to get you're vehicle from point A to point B because it is not working	5515	11370	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p007	transid-4c948766660687ba-001669743021103	Oh! A tow truck	11130	12335	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p007	transid-6f6ef092dbcecf4c-001669743021942	Mhm.	12425	13085	Speaker1	5jf6jk9p	r03
5jf6jk9p_r03_s0_p008	transid-1e069e1166061294-001669731918162	This next person I don't know how to describe very well without the	70	4535	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p008	transid-707578a33c6db1e6-001669731918352		4535	4925	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p008	transid-58ceefc9b6080111-001669731918913	word so id like to skip it.	4925	6550	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p008	transid-9b9aa7e35fff0338-001669731919181	Sorry.	6745	7255	Speaker0	5jf6jk9p	r03
5jf6jk9p_r03_s0_p008	transid-1fc3db425546845c-001669731919787	Okay.	8520	9990	Speaker1	5jf6jk9p	r03
5jf6jk9p_r04_s0_p000	transid-8e611a1451afeb95-001669650892248	"Okay, there's a dog, and he looks like he just smelled something gross. He's looking at the camera, but his body is facing right. He's on grass, and there's two patches of shade right behind him."	1299	14700	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-55f60b302fc0ab51-001669650892590	"Um, he's got a"	15305	16305	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-def99fbd810d9163-001669650892922	"he's brown, light brown, and he's got a dark brown collar."	16705	20100	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-f812e5fe87ee5b64-001669650893144	 Okay.	20715	21500	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-bd25b976bdf8076b-001669650893349	"Um,"	21165	22100	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-2e3ac05768f576c5-001669650893759	that little expression on his face.	23180	25764	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-2c2fc5b9d12115af-001669650894058	He	26990	27830	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-30fa662acbe6899c-001669650894252	"When you say he's got grass, what color is the grass?"	28490	31185	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-f866d6925f542b4e-001669650894537	"The grass is uh, it's green, but it doesn't look like it's very lush. It's kind of dried out a little bit. And there's two"	30799	38435	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-8bf18c96c10e47c0-001669650894630	Oh.	38275	39275	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-8c55038c10987263-001669650894722	two lines of shade. I don't know what they're on.	39020	41444	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-037242b635a70684-001669650894906	"Okay, I see him. There was another dog."	40842	43046	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-b99247e49724374b-001669650895173		43046	44000	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p000	transid-7f81d2507bbb2384-001669650895522	"Oh, okay."	43247	44000	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p001	transid-b3c100d17abc7b73-001669474889856	"There's a dog. He's sitting on the stairs inside of a house and there's sun coming in through the window above him, so it's kind of right on him. "	405	10027	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p001	transid-dc7236c62d1b7137-001669474890664		8205	8782	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p001	transid-87b3f65f32487738-001669474891035	Got it.	10267	10897	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p001	transid-161a3bb651120f48-001669474892340	"Okay, there's a dog"	11557	13000	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p002	transid-e763ed257391792e-001669303141198	outside there's a mountain range behind them. There's wind cause it's blowing his fur kind of into his face.	0	6577	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p002	transid-712a4d1e74d37633-001669303141313	He's sitting straight up but looking off to the right.	7015	10163	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p002	transid-555d7dc747ddd4e7-001669303141538	"Okay, got it."	10124	10945	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p002	transid-9f972877c2705448-001669303141760	And this dog um	11529	13000	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p003	transid-c31afc02b5537f44-001669284419819	Looks like he's getting a cut because he is really	0	3675	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p003	transid-327865962f704006-001669284420105	fluffy but there's a	3965	5395	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p003	transid-9d16c2fca0702089-001669284420379	area of	5900	6835	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p003	transid-3607bb8a0cac5e28-001669284420510	"shaved down the side. He's got something on his nose likely put something on his muzzle, "	7180	12720	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p003	transid-5d0c24991013f69a-001669284420903	Mhm.	8340	9073	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p003	transid-1a9be7d9af6a23ab-001669284421278	"Oh. Okay, I got it."	12927	14385	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p003	transid-643362dcc99a71fe-001669284421643	and there's blue boxes. Okay.	13375	15660	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p004	transid-baa1e34f3fb59648-001669221099838	There is a bird and it's soaring through the air. To the right behind him is blue that fades down to white to the bottom.	135	9644	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p004	transid-033381df56af505a-001669221100488	Um.	10226	11226	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p004	transid-48003e5c4feb8704-001669221101002	Ah you can't see it's feet they are tucked up underneath him; both wings are out; he is kind of tipped.	11827	19227	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p004	transid-aa3348733075de2f-001669221101623	Got it.	19983	20595	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p004	transid-1eb6919aadf52fd1-001669221102374	Okay there is	21399	21999	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-25c314dbb8fbade9-001669211491548	"There's a pizza, and the only thing behind it looks like cardboard."	0	5245	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-c97cd16650ee24f4-001669211491695	"Um,"	5685	6450	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-7373635f1a555e0f-001669211491837	"it's, I'm thinking it's pepperoni pizza. But, there's they're arranged in, like, a circle around it."	6779	13940	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-c3fdd73e75a4797e-001669211492026	Mm.	10730	11111	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-19e2cefddeb92b46-001669211492121	Okay.	14430	15080	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-94190b72676309a8-001669211492171	"Um,"	15305	16305	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-c404b036fb8ef52f-001669211492219		15790	16600	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-a57fd027b9cddc68-001669211492261	"What color, you say a cardboard color?"	16650	19015	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-5eb574df9cbbf074-001669211492308	"Yeah, there's cardboard underneath it."	18455	20435	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-4496c29b7625aa2c-001669211492359	And that's all.	20919	21919	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-4ac116268f0f3b1b-001669211492406	All right.	21429	21900	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-d4652f9b241af8a6-001669211492537	"I think I got it. Yeah, okay, good."	22782	24650	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p005	transid-4109e16f30af2615-001669211492628	"Okay, there's a little teeny"	24762	26000	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p006	transid-88c19720be7e86f4-001669219908514	Puppy and he is inside of a white wire cage on a floor and he has got a spot of 	0	6800	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p006	transid-d5dbf9662fd89905-001669219909010	brown on his back that looks like a heart.	7032	9232	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p006	transid-a218eeae468b68ae-001669219909872	Yep. That's definitely him.	9398	11098	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p006	transid-2fdb236d20e0bb5a-001669219910175		11500	12000	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p007	transid-ddcd6481093816c5-001669025880507	"There's up cross close of something fried and there are little teeny circles. There's a bowl of sauce, red sauce, in the bottom right."	0	11087	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p007	transid-27d8a9a481d78118-001669025881261	Mhm.	6688	7180	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p007	transid-caf3522cb572f30c-001669025882214	Mhm.	11215	11647	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p007	transid-0eb78ee8235fa7a0-001669025882936	And then on the left there's a	11737	14833	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p007	transid-caf3522cb572f46a-001669025883395	"piece of a lemon, that's kind of "	15490	17403	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p007	transid-d08c4f31662c44ff-001669025883980	um blurry. And behind that there's another little white bowl. 	17660	20929	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p007	transid-caf3522cb572fc41-001669025884696	Got it.	21230	21774	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p008	transid-a99a07fcff6e31c7-001668796149113	Here there is a dog and he is looking up at the camera he is inside on an linoleum floor.	80	5145	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p008	transid-81837d17950893ab-001668796150310	His tongue is out. He is brown.	5485	8135	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p008	transid-ed969fe8bb9585f4-001668796152738	Looks like there is a fridge on the upper left the very bottom of a fridge or something white.	8755	13595	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p008	transid-eca1ad3d2ca31e12-001668796153819	I think I got it but if we'll say for just um recording purpose is that this page has two of the same dog and it's not a sponges like we got a do brackets like I've seen that point but I	14165	25208	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p008	transid-5c8d26553fba229e-001668796154658	Yeah.	21694	22380	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p008	transid-cc5d153c4b6c875b-001668796155262	Yeah.	24318	24968	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p008	transid-dfa7782eaa8dd541-001668796156267	I clicked the bad guy	25723	26931	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p009	transid-1440ce319f2de1b7-001669732562388	"Okay. This one is two dogs, they're big and furry and they're outside on a rock and behind them, in the left, there's a red burn type thing."	430	9945	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p009	transid-409ed47869db65ac-001669732562724	 Got it.	10075	10545	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p009	transid-d7aefca00a22e6d7-001669732563052	And there's stuff	11420	12000	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p010	transid-0d1c26fe1dc86581-001669718016227	"dog looks grumpy. He is looking straight at the camera. He has got two collars on, one kind of black and greenish, and then another one that's chain."	0	9315	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p010	transid-746c9fbe67ce43c2-001669718017093		10144	11770	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p010	transid-742c1bd774cf49ec-001669718017739	He's	12288	13370	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p010	transid-7b850ff773165d28-001669718018103	white. His left ear is more brown than The other one is kind of just spotted. 	13824	19426	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p010	transid-477203e6b85fecda-001669718018927	He looks like a confused old person.	19433	21713	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p010	transid-23e3b0ac1ed17bb8-001669718019586	"Yeah, that's what I thought."	21083	23000	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-9988adf23d112fbe-001669650719881	"Okay, there's a plate of"	1339	3350	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-24ce44874a23d51d-001669650720528	two	3690	4455	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-c21a5e57c236e3be-001669650720945	"open, I guess sandwiches with white"	4740	6880	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-fbbbf6801d976365-001669650721464	stuff and or green	7240	8920	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-ffb145194487acb6-001669650721861	sprinkles.	9065	9740	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-ffb145194487a745-001669650722125	On the bottom	10235	11540	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-24ce44874a23ddd0-001669650722457	left part there's	12475	14015	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-24ce44874a23d7d1-001669650722698	"Um, cut up "	14250	14910	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-58caaa2cc77646af-001669650722980	two small tomatoes 	15060	16425	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-e8d4eb0656616f06-001669650723284	on a white plate and then there's like a 	16474	18675	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-3f06a635f4992629-001669650723674	blue and white	18945	19645	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-3f06a635f4992fe4-001669650723915	checkered napkin	19724	21200	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-04529d2c1d23fb65-001669650724261	underneath the plate. 	21700	22700	Speaker1	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-58caaa2cc7764833-001669650724723	Okay.	23305	23780	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-4df6bc9ab9ff0aba-001669650725010	I got it.	24720	25075	Speaker0	5jf6jk9p	r04
5jf6jk9p_r04_s0_p011	transid-04529d2c1d23f577-001669650725264	"Okay, this is a "	25945	27000	Speaker1	5jf6jk9p	r04
60wbpmd7_r00_s0_p000	transid-59b292b20f6ced5c-001669629405992	"Okay, this is a uh, red bird. Uh, there's a caption on the bottom."	1570	5655	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p000	transid-e9755ec3bf5c049d-001669629406555	"Um, It says, ""Vermidion Flycatcher."""	5860	8320	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p000	transid-16fb43564717860a-001669629407097	"So let me know Texas. Um, "	9070	11710	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p000	transid-61179ecf47828a3e-001669629407357	"Like, too small, they're reading."	12515	13870	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p000	transid-06e553e8b36483de-001669629407980	"Oh, okay. It uh, so it's a red bird, kind of red stomach, brown back, and then it's on  "	13615	18725	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p000	transid-37b390e7c2570204-001669629409062	"Um, there's just a bunch of like, twig-branches. The background's kind of gray."	18965	23905	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p000	transid-bd3aeb79c8130c8c-001669629409794	Almost like a gray cloudy.	24370	26010	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p000	transid-790f1861a3c9cf6b-001669629410273	"Is it like, completely like, out of focus gray? Like just a "	24975	28205	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p000	transid-67a3d47c8ebfe1b1-001669629411060	Yeah! It's just a color. Yeah.	28625	30215	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p000	transid-42c66e003b6b6c2d-001669629411318	"Okay, I see it."	30310	31000	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p001	transid-22022d093fb10bc6-001669316791240	Cool. This is um a 	1010	2905	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p001	transid-718cb789aa4ff5a9-001669316791958		3435	4235	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p001	transid-4c1fbb689a296a9f-001669316792285	"um big dog at a show, there's uh its handles kind of bent down on her knee and and holding his harness."	4255	12000	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p001	transid-4c1fbb689a29694a-001669316792902		11000	12000	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p002	transid-93da7cd8046b07ba-001669294373564	"um girl posing with a dog, dog's tongue is sticking out."	1495	5295	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p002	transid-021ed8294587df45-001669294374117	 They're in some sort of restaurant	5890	8150	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p002	transid-67d37a68ee7022ca-001669294374456		8290	10495	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p002	transid-a9e6dc9e79399222-001669294375036	um there's some brick wall in the back of it and then tiled floor	11279	16000	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p003	transid-f8d2c6708db17b14-001669227601366	"Two apples that are upside down. And then um, to the left um a cup of apple sauce."	1725	9058	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p003	transid-df04612631fc31da-001669227601590	Okay. I see	9340	10000	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p004	transid-5d61e63917424509-001669215286686	This is a bird	719	1785	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p004	transid-9a6f143603edfaa3-001669215286941		1805	3089	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p004	transid-848ab8d1981e7a76-001669215287910	uhm	3426	4526	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p004	transid-199d108d471b9a1d-001669215288915	"heading right towards the right, so you see the right profile of it's face. The picture also has a black border around it"	4883	12183	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p004	transid-e3048850014ab3b8-001669215289405	uhm	12487	13287	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p004	transid-9f247f9de9b3f978-001669215290072	and then the background is just again like very grey.	13457	17557	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p004	transid-c66f75e8d79e3036-001669215290752	It's just the color	17999	18999	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p005	transid-1747bdda9bfb2a4b-001669206419001		0	260	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p005	transid-260f63f4fc715641-001669206420385	Yes.	45	570	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p005	transid-6937020e85359fde-001669206420942		830	1368	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p005	transid-221e572a1b15f6b1-001669206421336	"This is another bird, um, perched upon uh a branch. It's kind of like a curved branch. Um the background are trees and then blurry leaves."	1955	13750	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p005	transid-11e699d52189219b-001669206421720	What color is the bird?	14555	15840	Speaker0	60wbpmd7	r00
60wbpmd7_r00_s0_p005	transid-22b775cd625f3d7e-001669206422087	The bird has a blue face.	15610	17640	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p005	transid-e763966ac316d84e-001669206422559	"Um, and then just kind of like tannish brown body. It looks like there's a little bit of gray"	18025	22860	Speaker1	60wbpmd7	r00
60wbpmd7_r00_s0_p005	transid-e68cdb72d29e5cb7-001669206423117	specks.	23200	24200	Speaker1	60wbpmd7	r00
