clip_identifier	duration	match_id	round	prompt_id	game_type	correct_word/image	distractors	prompt_status	prompt_num
6cu59ush_r04_s1_p003	20	6cu59ush	r04	image_p13057	image	/dogs/Scottish_deerhound/n02092002_7825.jpg	['/dogs/Scottish_deerhound/n02092002_2311.jpg', '/dogs/Scottish_deerhound/n02092002_1253.jpg', '/dogs/Scottish_deerhound/n02092002_4898.jpg', '/dogs/Scottish_deerhound/n02092002_1727.jpg', '/dogs/Scottish_deerhound/n02092002_4517.jpg', '/dogs/Scottish_deerhound/n02092002_7172.jpg', '/dogs/Scottish_deerhound/n02092002_3400.jpg', '/dogs/Scottish_deerhound/n02092002_3494.jpg', '/dogs/Scottish_deerhound/n02092002_6003.jpg', '/dogs/Scottish_deerhound/n02092002_15010.jpg', '/dogs/Scottish_deerhound/n02092002_6518.jpg']	win	3
6cu59ush_r04_s1_p004	44	6cu59ush	r04	image_p25326	image	/ifood/tagliatelle/train_040490.jpg	['/ifood/tagliatelle/train_040832.jpg', '/ifood/tagliatelle/train_040722.jpg', '/ifood/tagliatelle/train_040602.jpg', '/ifood/tagliatelle/train_040531.jpg', '/ifood/tagliatelle/train_040651.jpg', '/ifood/tagliatelle/train_040737.jpg', '/ifood/tagliatelle/train_040679.jpg', '/ifood/tagliatelle/train_040507.jpg', '/ifood/tagliatelle/train_040764.jpg', '/ifood/tagliatelle/train_040733.jpg', '/ifood/tagliatelle/train_040652.jpg']	loss	4
6cu59ush_r04_s1_p005	31	6cu59ush	r04	image_p42666	image	/dogs/Scotch_terrier/n02097298_231.jpg	['/dogs/Scotch_terrier/n02097298_3589.jpg', '/dogs/Scotch_terrier/n02097298_378.jpg', '/dogs/Scotch_terrier/n02097298_2279.jpg', '/dogs/Scotch_terrier/n02097298_6313.jpg', '/dogs/Scotch_terrier/n02097298_161.jpg', '/dogs/Scotch_terrier/n02097298_3521.jpg', '/dogs/Scotch_terrier/n02097298_3516.jpg', '/dogs/Scotch_terrier/n02097298_6084.jpg', '/dogs/Scotch_terrier/n02097298_7835.jpg', '/dogs/Scotch_terrier/n02097298_3522.jpg', '/dogs/Scotch_terrier/n02097298_91.jpg']	win	5
6cu59ush_r04_s1_p006	17	6cu59ush	r04	image_p10904	image	/birds/Pelagic_Cormorant/Pelagic_Cormorant_0075_23645.jpg	['/birds/Pelagic_Cormorant/Pelagic_Cormorant_0003_23695.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0049_23714.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0017_23875.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0009_23561.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0014_23801.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0019_23546.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0098_23783.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0099_23784.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0064_23641.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0038_23643.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0005_23720.jpg']	win	6
6cu59ush_r04_s1_p007	24	6cu59ush	r04	image_p27157	image	/ifood/mussel/train_064326.jpg	['/ifood/mussel/train_064358.jpg', '/ifood/mussel/train_064428.jpg', '/ifood/mussel/train_064310.jpg', '/ifood/mussel/train_064258.jpg', '/ifood/mussel/train_064493.jpg', '/ifood/mussel/train_064406.jpg', '/ifood/mussel/train_064439.jpg', '/ifood/mussel/train_064540.jpg', '/ifood/mussel/train_064470.jpg', '/ifood/mussel/train_064363.jpg', '/ifood/mussel/train_064312.jpg']	win	7
6cu59ush_r04_s1_p008	13	6cu59ush	r04	image_p41675	image	/dogs/Siberian_husky/n02110185_10597.jpg	['/dogs/Siberian_husky/n02110185_6094.jpg', '/dogs/Siberian_husky/n02110185_120.jpg', '/dogs/Siberian_husky/n02110185_1338.jpg', '/dogs/Siberian_husky/n02110185_7044.jpg', '/dogs/Siberian_husky/n02110185_3589.jpg', '/dogs/Siberian_husky/n02110185_353.jpg', '/dogs/Siberian_husky/n02110185_13942.jpg', '/dogs/Siberian_husky/n02110185_5973.jpg', '/dogs/Siberian_husky/n02110185_58.jpg', '/dogs/Siberian_husky/n02110185_7936.jpg', '/dogs/Siberian_husky/n02110185_10898.jpg']	win	8
6cu59ush_r04_s1_p009	17	6cu59ush	r04	image_p41847	image	/dogs/malinois/n02105162_575.jpg	['/dogs/malinois/n02105162_10488.jpg', '/dogs/malinois/n02105162_5556.jpg', '/dogs/malinois/n02105162_9919.jpg', '/dogs/malinois/n02105162_5548.jpg', '/dogs/malinois/n02105162_1366.jpg', '/dogs/malinois/n02105162_5547.jpg', '/dogs/malinois/n02105162_6106.jpg', '/dogs/malinois/n02105162_6625.jpg', '/dogs/malinois/n02105162_5557.jpg', '/dogs/malinois/n02105162_6449.jpg', '/dogs/malinois/n02105162_5706.jpg']	win	9
6cu59ush_r04_s1_p010	17	6cu59ush	r04	image_p23915	image	/birds/Pelagic_Cormorant/Pelagic_Cormorant_0099_23784.jpg	['/birds/Pelagic_Cormorant/Pelagic_Cormorant_0053_23760.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0070_23513.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0038_23643.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0054_23812.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0008_23602.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0088_23855.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0024_23712.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0075_23645.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0009_23561.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0084_23836.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0005_23720.jpg']	win	10
6qobqnlu_r01_s1_p000	29	6qobqnlu	r01	image_p8276	image	/birds/Eared_Grebe/Eared_Grebe_0062_34249.jpg	['/birds/Eared_Grebe/Eared_Grebe_0010_34151.jpg', '/birds/Eared_Grebe/Eared_Grebe_0013_34150.jpg', '/birds/Eared_Grebe/Eared_Grebe_0080_34223.jpg', '/birds/Eared_Grebe/Eared_Grebe_0079_34342.jpg', '/birds/Eared_Grebe/Eared_Grebe_0018_34357.jpg', '/birds/Eared_Grebe/Eared_Grebe_0020_34131.jpg', '/birds/Eared_Grebe/Eared_Grebe_0074_34238.jpg', '/birds/Eared_Grebe/Eared_Grebe_0038_34321.jpg', '/birds/Eared_Grebe/Eared_Grebe_0084_34364.jpg', '/birds/Eared_Grebe/Eared_Grebe_0031_34262.jpg', '/birds/Eared_Grebe/Eared_Grebe_0073_34172.jpg']	loss	0
6qobqnlu_r01_s1_p001	13	6qobqnlu	r01	image_p6922	image	/dogs/vizsla/n02100583_1600.jpg	['/dogs/vizsla/n02100583_2251.jpg', '/dogs/vizsla/n02100583_1969.jpg', '/dogs/vizsla/n02100583_4473.jpg', '/dogs/vizsla/n02100583_9794.jpg', '/dogs/vizsla/n02100583_3413.jpg', '/dogs/vizsla/n02100583_9933.jpg', '/dogs/vizsla/n02100583_11289.jpg', '/dogs/vizsla/n02100583_1560.jpg', '/dogs/vizsla/n02100583_1475.jpg', '/dogs/vizsla/n02100583_2824.jpg', '/dogs/vizsla/n02100583_2119.jpg']	win	1
6qobqnlu_r01_s1_p002	17	6qobqnlu	r01	image_p33499	image	/dogs/Irish_water_spaniel/n02102973_3840.jpg	['/dogs/Irish_water_spaniel/n02102973_644.jpg', '/dogs/Irish_water_spaniel/n02102973_2226.jpg', '/dogs/Irish_water_spaniel/n02102973_356.jpg', '/dogs/Irish_water_spaniel/n02102973_4913.jpg', '/dogs/Irish_water_spaniel/n02102973_4048.jpg', '/dogs/Irish_water_spaniel/n02102973_2209.jpg', '/dogs/Irish_water_spaniel/n02102973_2579.jpg', '/dogs/Irish_water_spaniel/n02102973_2958.jpg', '/dogs/Irish_water_spaniel/n02102973_4469.jpg', '/dogs/Irish_water_spaniel/n02102973_2224.jpg', '/dogs/Irish_water_spaniel/n02102973_2473.jpg']	win	2
6qobqnlu_r01_s1_p003	14	6qobqnlu	r01	image_p1900	image	/dogs/Shetland_sheepdog/n02105855_17070.jpg	['/dogs/Shetland_sheepdog/n02105855_15776.jpg', '/dogs/Shetland_sheepdog/n02105855_15196.jpg', '/dogs/Shetland_sheepdog/n02105855_14297.jpg', '/dogs/Shetland_sheepdog/n02105855_14126.jpg', '/dogs/Shetland_sheepdog/n02105855_11445.jpg', '/dogs/Shetland_sheepdog/n02105855_10995.jpg', '/dogs/Shetland_sheepdog/n02105855_16948.jpg', '/dogs/Shetland_sheepdog/n02105855_18443.jpg', '/dogs/Shetland_sheepdog/n02105855_17107.jpg', '/dogs/Shetland_sheepdog/n02105855_742.jpg', '/dogs/Shetland_sheepdog/n02105855_17401.jpg']	loss	3
6qobqnlu_r01_s1_p004	14	6qobqnlu	r01	image_p21907	image	/ifood/pizza/train_079147.jpg	['/ifood/pizza/train_079277.jpg', '/ifood/pizza/train_079250.jpg', '/ifood/pizza/train_079373.jpg', '/ifood/pizza/train_079485.jpg', '/ifood/pizza/train_079484.jpg', '/ifood/pizza/train_079386.jpg', '/ifood/pizza/train_079204.jpg', '/ifood/pizza/train_079430.jpg', '/ifood/pizza/train_079162.jpg', '/ifood/pizza/train_079171.jpg', '/ifood/pizza/train_079393.jpg']	win	4
6qobqnlu_r01_s1_p005	14	6qobqnlu	r01	image_p17286	image	/dogs/boxer/n02108089_5423.jpg	['/dogs/boxer/n02108089_6295.jpg', '/dogs/boxer/n02108089_4119.jpg', '/dogs/boxer/n02108089_9778.jpg', '/dogs/boxer/n02108089_11032.jpg', '/dogs/boxer/n02108089_1748.jpg', '/dogs/boxer/n02108089_959.jpg', '/dogs/boxer/n02108089_7431.jpg', '/dogs/boxer/n02108089_13839.jpg', '/dogs/boxer/n02108089_3162.jpg', '/dogs/boxer/n02108089_3669.jpg', '/dogs/boxer/n02108089_1104.jpg']	win	5
6qobqnlu_r01_s1_p006	22	6qobqnlu	r01	image_p35107	image	/dogs/Eskimo_dog/n02109961_3054.jpg	['/dogs/Eskimo_dog/n02109961_4670.jpg', '/dogs/Eskimo_dog/n02109961_2388.jpg', '/dogs/Eskimo_dog/n02109961_135.jpg', '/dogs/Eskimo_dog/n02109961_10660.jpg', '/dogs/Eskimo_dog/n02109961_1251.jpg', '/dogs/Eskimo_dog/n02109961_12118.jpg', '/dogs/Eskimo_dog/n02109961_3956.jpg', '/dogs/Eskimo_dog/n02109961_18454.jpg', '/dogs/Eskimo_dog/n02109961_546.jpg', '/dogs/Eskimo_dog/n02109961_17082.jpg', '/dogs/Eskimo_dog/n02109961_1032.jpg']	win	6
6qobqnlu_r01_s1_p007	23	6qobqnlu	r01	image_p6399	image	/dogs/Pembroke/n02113023_597.jpg	['/dogs/Pembroke/n02113023_4080.jpg', '/dogs/Pembroke/n02113023_5848.jpg', '/dogs/Pembroke/n02113023_1659.jpg', '/dogs/Pembroke/n02113023_11103.jpg', '/dogs/Pembroke/n02113023_5774.jpg', '/dogs/Pembroke/n02113023_6000.jpg', '/dogs/Pembroke/n02113023_6161.jpg', '/dogs/Pembroke/n02113023_436.jpg', '/dogs/Pembroke/n02113023_3471.jpg', '/dogs/Pembroke/n02113023_4136.jpg', '/dogs/Pembroke/n02113023_6226.jpg']	win	7
6qobqnlu_r01_s1_p008	26	6qobqnlu	r01	image_p16311	image	/ifood/burrito/train_093048.jpg	['/ifood/burrito/train_092461.jpg', '/ifood/burrito/train_092578.jpg', '/ifood/burrito/train_092973.jpg', '/ifood/burrito/train_093037.jpg', '/ifood/burrito/train_092574.jpg', '/ifood/burrito/train_092630.jpg', '/ifood/burrito/train_092806.jpg', '/ifood/burrito/train_092959.jpg', '/ifood/burrito/train_092680.jpg', '/ifood/burrito/train_092829.jpg', '/ifood/burrito/train_092715.jpg']	win	8
6qobqnlu_r01_s1_p009	18	6qobqnlu	r01	image_p16898	image	/ifood/strawberry_shortcake/train_037821.jpg	['/ifood/strawberry_shortcake/train_037510.jpg', '/ifood/strawberry_shortcake/train_037557.jpg', '/ifood/strawberry_shortcake/train_037391.jpg', '/ifood/strawberry_shortcake/train_037437.jpg', '/ifood/strawberry_shortcake/train_037537.jpg', '/ifood/strawberry_shortcake/train_037525.jpg', '/ifood/strawberry_shortcake/train_037376.jpg', '/ifood/strawberry_shortcake/train_037628.jpg', '/ifood/strawberry_shortcake/train_037390.jpg', '/ifood/strawberry_shortcake/train_037816.jpg', '/ifood/strawberry_shortcake/train_037518.jpg']	win	9
6qobqnlu_r01_s1_p010	12	6qobqnlu	r01	image_p38870	image	/dogs/beagle/n02088364_16165.jpg	['/dogs/beagle/n02088364_1128.jpg', '/dogs/beagle/n02088364_16508.jpg', '/dogs/beagle/n02088364_6109.jpg', '/dogs/beagle/n02088364_12794.jpg', '/dogs/beagle/n02088364_8871.jpg', '/dogs/beagle/n02088364_14613.jpg', '/dogs/beagle/n02088364_16689.jpg', '/dogs/beagle/n02088364_14892.jpg', '/dogs/beagle/n02088364_10296.jpg', '/dogs/beagle/n02088364_15690.jpg', '/dogs/beagle/n02088364_13028.jpg']	win	10
6qobqnlu_r01_s1_p011	11	6qobqnlu	r01	image_p21127	image	/dogs/Lhasa/n02098413_1471.jpg	['/dogs/Lhasa/n02098413_6923.jpg', '/dogs/Lhasa/n02098413_7389.jpg', '/dogs/Lhasa/n02098413_2169.jpg', '/dogs/Lhasa/n02098413_20499.jpg', '/dogs/Lhasa/n02098413_20830.jpg', '/dogs/Lhasa/n02098413_1668.jpg', '/dogs/Lhasa/n02098413_1268.jpg', '/dogs/Lhasa/n02098413_3798.jpg', '/dogs/Lhasa/n02098413_1480.jpg', '/dogs/Lhasa/n02098413_7358.jpg', '/dogs/Lhasa/n02098413_2308.jpg']	win	11
6qobqnlu_r01_s1_p012	19	6qobqnlu	r01	image_p24759	image	/dogs/Irish_terrier/n02093991_3968.jpg	['/dogs/Irish_terrier/n02093991_551.jpg', '/dogs/Irish_terrier/n02093991_3022.jpg', '/dogs/Irish_terrier/n02093991_1339.jpg', '/dogs/Irish_terrier/n02093991_3144.jpg', '/dogs/Irish_terrier/n02093991_3314.jpg', '/dogs/Irish_terrier/n02093991_50.jpg', '/dogs/Irish_terrier/n02093991_4282.jpg', '/dogs/Irish_terrier/n02093991_3243.jpg', '/dogs/Irish_terrier/n02093991_1179.jpg', '/dogs/Irish_terrier/n02093991_2923.jpg', '/dogs/Irish_terrier/n02093991_1895.jpg']	win	12
6qobqnlu_r01_s1_p013	16	6qobqnlu	r01	image_p0531	image	/birds/Cardinal/Cardinal_0047_17673.jpg	['/birds/Cardinal/Cardinal_0062_17334.jpg', '/birds/Cardinal/Cardinal_0041_17189.jpg', '/birds/Cardinal/Cardinal_0097_17396.jpg', '/birds/Cardinal/Cardinal_0010_18894.jpg', '/birds/Cardinal/Cardinal_0085_19162.jpg', '/birds/Cardinal/Cardinal_0028_18054.jpg', '/birds/Cardinal/Cardinal_0055_18898.jpg', '/birds/Cardinal/Cardinal_0105_19045.jpg', '/birds/Cardinal/Cardinal_0057_17128.jpg', '/birds/Cardinal/Cardinal_0040_17477.jpg', '/birds/Cardinal/Cardinal_0089_18005.jpg']	win	13
6qobqnlu_r01_s1_p014	33	6qobqnlu	r01	image_p8428	image	/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0068_21860.jpg	['/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0052_21866.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0102_21696.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0011_21820.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0061_21967.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0012_21961.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0013_22008.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0026_21845.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0029_22017.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0110_21871.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0103_21670.jpg', '/birds/Yellow_breasted_Chat/Yellow_Breasted_Chat_0002_21819.jpg']	win	14
6qobqnlu_r02_s0_p000	98	6qobqnlu	r02	taboo_en_p2014	word	Belarus	['Country', 'Europe', 'Eastern', 'Russia', 'Minsk']	skip	0
6qobqnlu_r02_s0_p002	66	6qobqnlu	r02	taboo_en_p2234	word	Homophobia	['Ignorance', 'Prejudice', 'Dislike', 'Lgbt', 'Gay']	win	2
6qobqnlu_r02_s0_p003	18	6qobqnlu	r02	taboo_en_p2553	word	Spider-man	['Marvel', 'Superhero', 'Comic', 'Arachnoid', 'Series']	win	3
6qobqnlu_r02_s0_p004	21	6qobqnlu	r02	taboo_en_p0334	word	Brad Pitt	['American', 'Actor', 'Blonde', 'Troy', 'Jennifer Aniston']	win	4
6qobqnlu_r02_s0_p005	37	6qobqnlu	r02	taboo_en_p2536	word	Snoop Dogg	['Rapper', 'Celebrity', 'Producer', 'Long Beach', 'Music']	win	5
6qobqnlu_r02_s0_p007	18	6qobqnlu	r02	taboo_en_p0083	word	Flower	['Spring', 'Plant', 'Petal', 'Rose', 'Carnation']	win	7
6qobqnlu_r03_s0_p000	10	6qobqnlu	r03	taboo_en_p1993	word	Atheism	['God', 'Religion', 'Agnostic', 'Abscence', 'Belief']	skip	0
6qobqnlu_r03_s0_p001	32	6qobqnlu	r03	taboo_en_p0047	word	Infantile	['Baby', 'Toy', 'Children', 'Small', 'Young']	win	1
6qobqnlu_r03_s0_p002	42	6qobqnlu	r03	taboo_en_p0139	word	Luck	['Good', 'Superstition', 'Charm', 'Bad', 'Chance']	win	2
6qobqnlu_r03_s0_p003	64	6qobqnlu	r03	taboo_en_p2435	word	Personal Computer	['Laptop', 'Desktop', 'Mobile', 'Hard Drive', 'Wifi']	win	3
6qobqnlu_r03_s0_p005	45	6qobqnlu	r03	taboo_en_p0084	word	Gas	['Boiler', 'Cook', 'State', 'Lighter', 'Fumes']	win	5
6qobqnlu_r03_s0_p006	34	6qobqnlu	r03	taboo_en_p0101	word	Angel	['Paradise', 'Devil', 'Demon', 'Heaven', 'Wings']	win	6
6qobqnlu_r03_s0_p007	17	6qobqnlu	r03	taboo_en_p2168	word	Fever	['Temperature', 'High', 'Hot', 'Sick', 'Thermometer']	win	7
7gxzb7cg_r00_s1_p000	16	7gxzb7cg	r00	image_p22604	image	/ifood/compote/train_000668.jpg	['/ifood/compote/train_001004.jpg', '/ifood/compote/train_001076.jpg', '/ifood/compote/train_000891.jpg', '/ifood/compote/train_000802.jpg', '/ifood/compote/train_000940.jpg', '/ifood/compote/train_000813.jpg', '/ifood/compote/train_001082.jpg', '/ifood/compote/train_001006.jpg', '/ifood/compote/train_001095.jpg', '/ifood/compote/train_000873.jpg', '/ifood/compote/train_000584.jpg']	win	0
7gxzb7cg_r00_s1_p001	17	7gxzb7cg	r00	image_p36879	image	/birds/Laysan_Albatross/Laysan_Albatross_0040_472.jpg	['/birds/Laysan_Albatross/Laysan_Albatross_0060_777.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0075_668.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0023_1059.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0061_563.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0073_927.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0085_564.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0092_834.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0013_910.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0081_800.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0033_658.jpg', '/birds/Laysan_Albatross/Laysan_Albatross_0042_801.jpg']	win	1
7gxzb7cg_r00_s1_p002	25	7gxzb7cg	r00	image_p29179	image	/dogs/chow/n02112137_5742.jpg	['/dogs/chow/n02112137_2745.jpg', '/dogs/chow/n02112137_11549.jpg', '/dogs/chow/n02112137_2290.jpg', '/dogs/chow/n02112137_6160.jpg', '/dogs/chow/n02112137_8595.jpg', '/dogs/chow/n02112137_1830.jpg', '/dogs/chow/n02112137_9082.jpg', '/dogs/chow/n02112137_3032.jpg', '/dogs/chow/n02112137_6506.jpg', '/dogs/chow/n02112137_2724.jpg', '/dogs/chow/n02112137_1976.jpg']	loss	2
7gxzb7cg_r00_s1_p003	14	7gxzb7cg	r00	image_p9625	image	/dogs/miniature_pinscher/n02107312_4167.jpg	['/dogs/miniature_pinscher/n02107312_1885.jpg', '/dogs/miniature_pinscher/n02107312_744.jpg', '/dogs/miniature_pinscher/n02107312_5792.jpg', '/dogs/miniature_pinscher/n02107312_5862.jpg', '/dogs/miniature_pinscher/n02107312_7212.jpg', '/dogs/miniature_pinscher/n02107312_4929.jpg', '/dogs/miniature_pinscher/n02107312_6246.jpg', '/dogs/miniature_pinscher/n02107312_4741.jpg', '/dogs/miniature_pinscher/n02107312_4065.jpg', '/dogs/miniature_pinscher/n02107312_5287.jpg', '/dogs/miniature_pinscher/n02107312_1971.jpg']	win	3
7gxzb7cg_r00_s1_p004	35	7gxzb7cg	r00	image_p32195	image	/ifood/pulled_pork_sandwich/train_033908.jpg	['/ifood/pulled_pork_sandwich/train_033717.jpg', '/ifood/pulled_pork_sandwich/train_033846.jpg', '/ifood/pulled_pork_sandwich/train_033948.jpg', '/ifood/pulled_pork_sandwich/train_034043.jpg', '/ifood/pulled_pork_sandwich/train_033691.jpg', '/ifood/pulled_pork_sandwich/train_033640.jpg', '/ifood/pulled_pork_sandwich/train_033660.jpg', '/ifood/pulled_pork_sandwich/train_033818.jpg', '/ifood/pulled_pork_sandwich/train_033735.jpg', '/ifood/pulled_pork_sandwich/train_033773.jpg', '/ifood/pulled_pork_sandwich/train_033976.jpg']	win	4
7gxzb7cg_r00_s1_p005	31	7gxzb7cg	r00	image_p15937	image	/birds/Horned_Grebe/Horned_Grebe_0082_34725.jpg	['/birds/Horned_Grebe/Horned_Grebe_0114_34517.jpg', '/birds/Horned_Grebe/Horned_Grebe_0088_35023.jpg', '/birds/Horned_Grebe/Horned_Grebe_0005_34657.jpg', '/birds/Horned_Grebe/Horned_Grebe_0014_34968.jpg', '/birds/Horned_Grebe/Horned_Grebe_0009_34952.jpg', '/birds/Horned_Grebe/Horned_Grebe_0086_34749.jpg', '/birds/Horned_Grebe/Horned_Grebe_0096_34452.jpg', '/birds/Horned_Grebe/Horned_Grebe_0050_34561.jpg', '/birds/Horned_Grebe/Horned_Grebe_0055_35104.jpg', '/birds/Horned_Grebe/Horned_Grebe_0099_34989.jpg', '/birds/Horned_Grebe/Horned_Grebe_0098_34662.jpg']	win	5
7gxzb7cg_r00_s1_p006	24	7gxzb7cg	r00	image_p28585	image	/birds/Brandt_Cormorant/Brandt_Cormorant_0042_23151.jpg	['/birds/Brandt_Cormorant/Brandt_Cormorant_0007_22934.jpg', '/birds/Brandt_Cormorant/Brandt_Cormorant_0091_22825.jpg', '/birds/Brandt_Cormorant/Brandt_Cormorant_0003_22922.jpg', '/birds/Brandt_Cormorant/Brandt_Cormorant_0002_23072.jpg', '/birds/Brandt_Cormorant/Brandt_Cormorant_0053_22957.jpg', '/birds/Brandt_Cormorant/Brandt_Cormorant_0078_23203.jpg', '/birds/Brandt_Cormorant/Brandt_Cormorant_0029_23043.jpg', '/birds/Brandt_Cormorant/Brandt_Cormorant_0028_22892.jpg', '/birds/Brandt_Cormorant/Brandt_Cormorant_0019_23058.jpg', '/birds/Brandt_Cormorant/Brandt_Cormorant_0080_23002.jpg', '/birds/Brandt_Cormorant/Brandt_Cormorant_0032_22886.jpg']	win	6
7gxzb7cg_r00_s1_p007	17	7gxzb7cg	r00	image_p1898	image	/ifood/burrito/train_092728.jpg	['/ifood/burrito/train_092897.jpg', '/ifood/burrito/train_092482.jpg', '/ifood/burrito/train_092665.jpg', '/ifood/burrito/train_092501.jpg', '/ifood/burrito/train_092731.jpg', '/ifood/burrito/train_092590.jpg', '/ifood/burrito/train_092585.jpg', '/ifood/burrito/train_092987.jpg', '/ifood/burrito/train_092769.jpg', '/ifood/burrito/train_092973.jpg', '/ifood/burrito/train_092942.jpg']	win	7
7gxzb7cg_r00_s1_p008	19	7gxzb7cg	r00	image_p1377	image	/dogs/boxer/n02108089_395.jpg	['/dogs/boxer/n02108089_2723.jpg', '/dogs/boxer/n02108089_3028.jpg', '/dogs/boxer/n02108089_7259.jpg', '/dogs/boxer/n02108089_995.jpg', '/dogs/boxer/n02108089_2718.jpg', '/dogs/boxer/n02108089_1654.jpg', '/dogs/boxer/n02108089_4486.jpg', '/dogs/boxer/n02108089_14719.jpg', '/dogs/boxer/n02108089_11154.jpg', '/dogs/boxer/n02108089_1690.jpg', '/dogs/boxer/n02108089_122.jpg']	win	8
7gxzb7cg_r00_s1_p009	18	7gxzb7cg	r00	image_p14450	image	/ifood/mussel/train_064181.jpg	['/ifood/mussel/train_064240.jpg', '/ifood/mussel/train_064363.jpg', '/ifood/mussel/train_064368.jpg', '/ifood/mussel/train_064162.jpg', '/ifood/mussel/train_064235.jpg', '/ifood/mussel/train_064258.jpg', '/ifood/mussel/train_064583.jpg', '/ifood/mussel/train_064430.jpg', '/ifood/mussel/train_064197.jpg', '/ifood/mussel/train_064359.jpg', '/ifood/mussel/train_064486.jpg']	win	9
7gxzb7cg_r00_s1_p010	21	7gxzb7cg	r00	image_p13153	image	/birds/Shiny_Cowbird/Shiny_Cowbird_0001_796860.jpg	['/birds/Shiny_Cowbird/Shiny_Cowbird_0027_796850.jpg', '/birds/Shiny_Cowbird/Shiny_Cowbird_0075_24335.jpg', '/birds/Shiny_Cowbird/Shiny_Cowbird_0002_24380.jpg', '/birds/Shiny_Cowbird/Shiny_Cowbird_0039_24359.jpg', '/birds/Shiny_Cowbird/Shiny_Cowbird_0009_796835.jpg', '/birds/Shiny_Cowbird/Shiny_Cowbird_0037_24440.jpg', '/birds/Shiny_Cowbird/Shiny_Cowbird_0074_24297.jpg', '/birds/Shiny_Cowbird/Shiny_Cowbird_0036_24274.jpg', '/birds/Shiny_Cowbird/Shiny_Cowbird_0061_796874.jpg', '/birds/Shiny_Cowbird/Shiny_Cowbird_0068_24413.jpg', '/birds/Shiny_Cowbird/Shiny_Cowbird_0045_796856.jpg']	win	10
7gxzb7cg_r00_s1_p011	20	7gxzb7cg	r00	image_p25614	image	/birds/American_Goldfinch/American_Goldfinch_0004_31903.jpg	['/birds/American_Goldfinch/American_Goldfinch_0123_32505.jpg', '/birds/American_Goldfinch/American_Goldfinch_0108_32974.jpg', '/birds/American_Goldfinch/American_Goldfinch_0012_32338.jpg', '/birds/American_Goldfinch/American_Goldfinch_0034_32371.jpg', '/birds/American_Goldfinch/American_Goldfinch_0062_31921.jpg', '/birds/American_Goldfinch/American_Goldfinch_0111_32022.jpg', '/birds/American_Goldfinch/American_Goldfinch_0118_32210.jpg', '/birds/American_Goldfinch/American_Goldfinch_0064_32142.jpg', '/birds/American_Goldfinch/American_Goldfinch_0092_32910.jpg', '/birds/American_Goldfinch/American_Goldfinch_0115_32362.jpg', '/birds/American_Goldfinch/American_Goldfinch_0026_32222.jpg']	win	11
